[1, 1, [2, 1], [2, 2], [1, 2]]
[90, 4, [1, 2], [1, 3], [2, 3]]
[90, 5, [0, 1], [0, 2], [0, 3]]
[90, 6, [0, 4], [1, 4], [2, 4]]
[91, 1, [0, 5], [1, 5], [2, 5]]
[91, 2, [0, 0], [1, 0], [2, 0]]
[91, 3, [0, 1], [0, 2], [1, 2]]
[91, 4, [1, 1], [2, 1], [2, 2]]
[91, 5, [1, 3], [0, 3], [0, 4]]
[91, 6, [2, 3], [2, 4], [1, 4]]
[92, 1, [0, 5], [1, 5], [2, 5]]
[92, 2, [0, 0], [1, 0], [2, 0]]
[92, 3, [0, 1], [1, 1], [2, 1]]
[92, 4, [0, 2], [0, 3], [1, 2]]
[92, 5, [2, 2], [2, 3], [2, 4]]
[92, 6, [0, 4], [1, 4], [1, 3]]
[93, 1, [0, 5], [1, 5], [2, 5]]
[93, 2, [0, 0], [1, 0], [2, 0]]
[93, 3, [0, 1], [1, 1], [1, 2]]
[93, 4, [2, 1], [2, 2], [2, 3]]
[93, 5, [0, 2], [0, 3], [0, 4]]
[93, 6, [1, 3], [1, 4], [2, 4]]
[94, 1, [0, 5], [1, 5], [2, 5]]
[94, 2, [0, 0], [0, 1], [1, 1]]
[94, 3, [1, 0], [2, 0], [2, 1]]
[94, 4, [1, 2], [0, 2], [0, 3]]
[94, 5, [2, 2], [2, 3], [2, 4]]
[94, 6, [1, 3], [1, 4], [0, 4]]
[95, 1, [1, 4], [1, 5], [0, 5]]
[95, 2, [1, 0], [0, 0], [0, 1]]
[95, 3, [2, 0], [2, 1], [2, 2]]
[95, 4, [1, 1], [1, 2], [0, 2]]
[95, 5, [1, 3], [0, 3], [0, 4]]
[95, 6, [2, 3], [2, 4], [2, 5]]
[96, 1, [0, 5], [1, 5], [2, 5]]
[96, 2, [0, 0], [1, 0], [0, 1]]
[96, 3, [1, 1], [2, 1], [2, 0]]
[96, 4, [0, 2], [1, 2], [2, 2]]
[96, 5, [0, 3], [1, 3], [0, 4]]
[96, 6, [1, 4], [2, 4], [2, 3]]
[97, 1, [1, 4], [2, 4], [2, 5]]
[97, 2, [0, 0], [1, 0], [2, 0]]
[97, 3, [0, 1], [1, 1], [2, 1]]
[97, 4, [0, 2], [0, 3], [1, 3]]
[97, 5, [1, 2], [2, 2], [2, 3]]
[97, 6, [0, 4], [0, 5], [1, 5]]
[98, 1, [1, 4], [2, 4], [2, 5]]
[98, 2, [0, 0], [1, 0], [2, 0]]
[98, 3, [0, 1], [1, 1], [1, 2]]
[98, 4, [2, 1], [2, 2], [2, 3]]
[98, 5, [0, 2], [0, 3], [1, 3]]
[98, 6, [0, 4], [0, 5], [1, 5]]
[99, 1, [0, 5], [1, 5], [2, 5]]
[99, 2, [0, 0], [1, 0], [0, 1]]
[99, 3, [1, 1], [2, 1], [2, 0]]
[99, 4, [0, 2], [0, 3], [0, 4]]
[99, 5, [1, 2], [1, 3], [1, 4]]
[99, 6, [2, 2], [2, 3], [2, 4]]
[100, 1, [2, 3], [2, 4], [2, 5]]
[100, 2, [1, 0], [0, 0], [0, 1]]
[100, 3, [2, 0], [2, 1], [2, 2]]
[100, 4, [1, 1], [1, 2], [0, 2]]
[100, 5, [0, 3], [0, 4], [0, 5]]
[100, 6, [1, 3], [1, 4], [1, 5]]
[101, 1, [1, 4], [1, 5], [0, 5]]
[101, 2, [0, 0], [1, 0], [2, 0]]
[101, 3, [0, 1], [0, 2], [1, 2]]
[101, 4, [1, 1], [2, 1], [2, 2]]
[101, 5, [1, 3], [0, 3], [0, 4]]
[101, 6, [2, 3], [2, 4], [2, 5]]
[102, 1, [1, 4], [1, 5], [2, 5]]
[102, 2, [0, 0], [0, 1], [1, 1]]
[102, 3, [1, 0], [2, 0], [2, 1]]
[102, 4, [0, 2], [1, 2], [1, 3]]
[102, 5, [2, 2], [2, 3], [2, 4]]
[102, 6, [0, 3], [0, 4], [0, 5]]
[103, 1, [1, 5], [2, 4], [2, 5]]
[103, 2, [0, 0], [0, 1], [0, 2]]
[103, 3, [1, 0], [2, 0], [2, 1]]
[103, 4, [1, 1], [1, 2], [2, 2]]
[103, 5, [0, 3], [1, 3], [2, 3]]
[103, 6, [0, 4], [0, 5], [1, 4]]
[104, 1, [0, 5], [1, 5], [2, 5]]
[104, 2, [0, 0], [1, 0], [2, 0]]
[104, 3, [0, 1], [0, 2], [0, 3]]
[104, 4, [1, 1], [2, 1], [2, 2]]
[104, 5, [1, 2], [1, 3], [2, 3]]
[104, 6, [0, 4], [1, 4], [2, 4]]
[105, 1, [1, 4], [2, 4], [2, 5]]
[105, 2, [0, 0], [0, 1], [1, 1]]
[105, 3, [1, 0], [2, 0], [2, 1]]
[105, 4, [0, 2], [0, 3], [1, 2]]
[105, 5, [1, 3], [2, 2], [2, 3]]
[105, 6, [0, 4], [0, 5], [1, 5]]
[106, 1, [0, 5], [1, 5], [2, 5]]
[106, 2, [0, 0], [0, 1], [0, 2]]
[106, 3, [2, 0], [1, 0], [1, 1]]
[106, 4, [2, 1], [2, 2], [1, 2]]
[106, 5, [0, 3], [0, 4], [1, 4]]
[106, 6, [1, 3], [2, 3], [2, 4]]
[107, 1, [0, 5], [1, 5], [2, 5]]
[107, 2, [0, 0], [0, 1], [0, 2]]
[107, 3, [1, 0], [2, 0], [2, 1]]
[107, 4, [1, 1], [1, 2], [1, 3]]
[107, 5, [2, 2], [2, 3], [2, 4]]
[107, 6, [0, 3], [0, 4], [1, 4]]
[108, 1, [2, 3], [2, 4], [2, 5]]
[108, 2, [1, 0], [0, 0], [0, 1]]
[108, 3, [1, 1], [2, 1], [2, 0]]
[108, 4, [0, 2], [1, 2], [2, 2]]
[108, 5, [0, 3], [0, 4], [0, 5]]
[108, 6, [1, 3], [1, 4], [1, 5]]
[109, 1, [0, 5], [1, 5], [2, 5]]
[109, 2, [0, 0], [1, 0], [2, 0]]
[109, 3, [0, 1], [1, 1], [2, 1]]
[109, 4, [0, 2], [0, 3], [0, 4]]
[109, 5, [1, 2], [2, 2], [1, 3]]
[109, 6, [2, 3], [1, 4], [2, 4]]
[110, 1, [0, 4], [0, 5], [1, 5]]
[110, 2, [0, 0], [1, 0], [2, 0]]
[110, 3, [0, 1], [0, 2], [0, 3]]
[110, 4, [1, 1], [2, 1], [2, 2]]
[110, 5, [1, 2], [1, 3], [1, 4]]
[110, 6, [2, 3], [2, 4], [2, 5]]
[111, 1, [0, 5], [1, 5], [2, 5]]
[111, 2, [0, 0], [1, 0], [0, 1]]
[111, 3, [1, 1], [2, 1], [2, 0]]
[111, 4, [0, 2], [0, 3], [0, 4]]
[111, 5, [1, 2], [2, 2], [1, 3]]
[111, 6, [1, 4], [2, 3], [2, 4]]
[112, 1, [1, 4], [1, 5], [2, 5]]
[112, 2, [0, 0], [0, 1], [0, 2]]
[112, 3, [1, 0], [2, 0], [1, 1]]
[112, 4, [1, 2], [2, 1], [2, 2]]
[112, 5, [0, 3], [0, 4], [0, 5]]
[112, 6, [1, 3], [2, 3], [2, 4]]
[113, 1, [1, 4], [1, 5], [2, 5]]
[113, 2, [0, 0], [0, 1], [1, 1]]
[113, 3, [1, 0], [2, 0], [2, 1]]
[113, 4, [0, 2], [1, 2], [2, 2]]
[113, 5, [0, 3], [0, 4], [0, 5]]
[113, 6, [1, 3], [2, 3], [2, 4]]
[114, 1, [1, 5], [2, 4], [2, 5]]
[114, 2, [0, 0], [0, 1], [0, 2]]
[114, 3, [1, 0], [2, 0], [1, 1]]
[114, 4, [1, 2], [2, 1], [2, 2]]
[114, 5, [0, 3], [0, 4], [0, 5]]
[114, 6, [1, 3], [2, 3], [1, 4]]
[115, 1, [0, 5], [1, 5], [2, 5]]
[115, 2, [0, 0], [0, 1], [0, 2]]
[115, 3, [1, 0], [1, 1], [1, 2]]
[115, 4, [2, 0], [2, 1], [2, 2]]
[115, 5, [0, 3], [1, 3], [2, 3]]
[115, 6, [0, 4], [1, 4], [2, 4]]
[116, 1, [0, 5], [1, 5], [2, 5]]
[116, 2, [0, 0], [0, 1], [0, 2]]
[116, 3, [1, 0], [2, 0], [2, 1]]
[116, 4, [1, 1], [1, 2], [2, 2]]
[116, 5, [0, 3], [1, 3], [2, 3]]
[116, 6, [0, 4], [1, 4], [2, 4]]
[117, 1, [1, 4], [2, 4], [2, 5]]
[117, 2, [0, 0], [1, 0], [2, 0]]
[117, 3, [0, 1], [1, 1], [0, 2]]
[117, 4, [1, 2], [2, 2], [2, 1]]
[117, 5, [0, 3], [1, 3], [2, 3]]
[117, 6, [0, 4], [0, 5], [1, 5]]
[118, 1, [0, 5], [1, 5], [2, 5]]
[118, 2, [0, 0], [1, 0], [0, 1]]
[118, 3, [1, 1], [2, 1], [2, 0]]
[118, 4, [0, 2], [1, 2], [2, 2]]
[118, 5, [0, 3], [0, 4], [1, 4]]
[118, 6, [1, 3], [2, 3], [2, 4]]
[119, 1, [1, 4], [2, 4], [2, 5]]
[119, 2, [0, 0], [1, 0], [0, 1]]
[119, 3, [1, 1], [2, 1], [2, 0]]
[119, 4, [0, 2], [1, 2], [2, 2]]
[119, 5, [0, 3], [1, 3], [2, 3]]
[119, 6, [0, 4], [0, 5], [1, 5]]
[120, 1, [1, 4], [2, 4], [2, 5]]
[120, 2, [0, 0], [0, 1], [1, 0]]
[120, 3, [0, 2], [1, 1], [1, 2]]
[120, 4, [2, 0], [2, 1], [2, 2]]
[120, 5, [0, 3], [1, 3], [2, 3]]
[120, 6, [0, 4], [0, 5], [1, 5]]
[121, 1, [0, 5], [1, 5], [2, 5]]
[121, 2, [0, 0], [1, 0], [2, 0]]
[121, 3, [0, 1], [1, 1], [0, 2]]
[121, 4, [2, 1], [2, 2], [2, 3]]
[121, 5, [1, 2], [1, 3], [0, 3]]
[121, 6, [0, 4], [1, 4], [2, 4]]
[122, 1, [2, 4], [2, 5], [1, 5]]
[122, 2, [1, 0], [0, 0], [0, 1]]
[122, 3, [2, 0], [2, 1], [1, 1]]
[122, 4, [0, 2], [0, 3], [1, 3]]
[122, 5, [1, 2], [2, 2], [2, 3]]
[122, 6, [1, 4], [0, 4], [0, 5]]
[123, 1, [0, 5], [1, 5], [2, 5]]
[123, 2, [0, 0], [1, 0], [1, 1]]
[123, 3, [2, 0], [2, 1], [2, 2]]
[123, 4, [0, 1], [0, 2], [1, 2]]
[123, 5, [1, 3], [0, 3], [0, 4]]
[123, 6, [2, 3], [2, 4], [1, 4]]
[124, 1, [0, 5], [1, 5], [2, 5]]
[124, 2, [1, 0], [0, 0], [0, 1]]
[124, 3, [2, 0], [2, 1], [2, 2]]
[124, 4, [1, 1], [1, 2], [1, 3]]
[124, 5, [0, 2], [0, 3], [0, 4]]
[124, 6, [2, 3], [2, 4], [1, 4]]
[125, 1, [2, 3], [2, 4], [2, 5]]
[125, 2, [0, 0], [0, 1], [1, 1]]
[125, 3, [1, 0], [2, 0], [2, 1]]
[125, 4, [0, 2], [1, 2], [2, 2]]
[125, 5, [0, 3], [0, 4], [0, 5]]
[125, 6, [1, 3], [1, 4], [1, 5]]
[126, 1, [0, 5], [1, 5], [2, 5]]
[126, 2, [0, 0], [1, 0], [2, 0]]
[126, 3, [0, 1], [1, 1], [2, 1]]
[126, 4, [0, 2], [1, 2], [1, 3]]
[126, 5, [2, 2], [2, 3], [2, 4]]
[126, 6, [0, 3], [0, 4], [1, 4]]
[127, 1, [2, 4], [2, 5], [1, 5]]
[127, 2, [0, 0], [1, 0], [2, 0]]
[127, 3, [0, 1], [1, 1], [0, 2]]
[127, 4, [2, 1], [2, 2], [2, 3]]
[127, 5, [1, 2], [1, 3], [1, 4]]
[127, 6, [0, 3], [0, 4], [0, 5]]
[128, 1, [0, 5], [1, 5], [2, 5]]
[128, 2, [0, 0], [0, 1], [1, 1]]
[128, 3, [1, 0], [2, 0], [2, 1]]
[128, 4, [0, 2], [1, 2], [1, 3]]
[128, 5, [2, 2], [2, 3], [2, 4]]
[128, 6, [0, 3], [0, 4], [1, 4]]
[129, 1, [1, 4], [1, 5], [0, 5]]
[129, 2, [0, 0], [1, 0], [1, 1]]
[129, 3, [2, 0], [2, 1], [2, 2]]
[129, 4, [0, 1], [0, 2], [1, 2]]
[129, 5, [1, 3], [0, 3], [0, 4]]
[129, 6, [2, 3], [2, 4], [2, 5]]
[130, 1, [1, 4], [1, 5], [0, 5]]
[130, 2, [0, 0], [1, 0], [0, 1]]
[130, 3, [1, 1], [2, 1], [2, 0]]
[130, 4, [0, 2], [1, 2], [2, 2]]
[130, 5, [1, 3], [0, 3], [0, 4]]
[130, 6, [2, 3], [2, 4], [2, 5]]
[131, 1, [0, 4], [0, 5], [1, 5]]
[131, 2, [0, 0], [1, 0], [1, 1]]
[131, 3, [2, 0], [2, 1], [2, 2]]
[131, 4, [0, 1], [0, 2], [1, 2]]
[131, 5, [0, 3], [1, 3], [1, 4]]
[131, 6, [2, 3], [2, 4], [2, 5]]
[132, 1, [2, 3], [2, 4], [2, 5]]
[132, 2, [0, 0], [0, 1], [0, 2]]
[132, 3, [1, 0], [1, 1], [1, 2]]
[132, 4, [2, 0], [2, 1], [2, 2]]
[132, 5, [0, 3], [0, 4], [0, 5]]
[132, 6, [1, 3], [1, 4], [1, 5]]
[133, 1, [0, 5], [1, 5], [2, 5]]
[133, 2, [1, 0], [0, 0], [0, 1]]
[133, 3, [2, 0], [2, 1], [2, 2]]
[133, 4, [1, 1], [1, 2], [0, 2]]
[133, 5, [0, 3], [1, 3], [2, 3]]
[133, 6, [0, 4], [1, 4], [2, 4]]
[134, 1, [1, 5], [2, 5], [2, 4]]
[134, 2, [0, 0], [1, 0], [2, 0]]
[134, 3, [0, 1], [0, 2], [1, 2]]
[134, 4, [1, 1], [2, 1], [2, 2]]
[134, 5, [0, 3], [1, 3], [2, 3]]
[134, 6, [0, 4], [1, 4], [0, 5]]
[135, 1, [0, 5], [1, 5], [2, 5]]
[135, 2, [0, 0], [0, 1], [1, 1]]
[135, 3, [1, 0], [2, 0], [2, 1]]
[135, 4, [0, 2], [1, 2], [2, 2]]
[135, 5, [0, 3], [1, 3], [0, 4]]
[135, 6, [1, 4], [2, 4], [2, 3]]
[136, 1, [1, 5], [2, 5], [2, 4]]
[136, 2, [0, 0], [0, 1], [1, 1]]
[136, 3, [1, 0], [2, 0], [2, 1]]
[136, 4, [0, 2], [1, 2], [2, 2]]
[136, 5, [0, 3], [1, 3], [2, 3]]
[136, 6, [0, 4], [1, 4], [0, 5]]
[137, 1, [1, 4], [1, 5], [2, 5]]
[137, 2, [0, 0], [1, 0], [2, 0]]
[137, 3, [0, 1], [1, 1], [2, 1]]
[137, 4, [0, 2], [1, 2], [2, 2]]
[137, 5, [1, 3], [2, 3], [2, 4]]
[137, 6, [0, 3], [0, 4], [0, 5]]
[138, 1, [0, 5], [1, 5], [2, 5]]
[138, 2, [0, 0], [1, 0], [2, 0]]
[138, 3, [0, 1], [0, 2], [0, 3]]
[138, 4, [2, 1], [1, 1], [1, 2]]
[138, 5, [2, 2], [2, 3], [1, 3]]
[138, 6, [0, 4], [1, 4], [2, 4]]
[139, 1, [0, 5], [1, 5], [2, 5]]
[139, 2, [1, 0], [0, 0], [0, 1]]
[139, 3, [2, 0], [2, 1], [1, 1]]
[139, 4, [1, 2], [0, 2], [0, 3]]
[139, 5, [2, 2], [1, 3], [2, 3]]
[139, 6, [0, 4], [1, 4], [2, 4]]
[140, 1, [0, 5], [1, 5], [2, 5]]
[140, 2, [0, 0], [0, 1], [0, 2]]
[140, 3, [1, 0], [2, 0], [2, 1]]
[140, 4, [1, 1], [1, 2], [2, 2]]
[140, 5, [1, 3], [0, 3], [0, 4]]
[140, 6, [2, 3], [2, 4], [1, 4]]
[141, 1, [2, 4], [2, 5], [1, 5]]
[141, 2, [0, 0], [0, 1], [0, 2]]
[141, 3, [2, 0], [1, 0], [1, 1]]
[141, 4, [2, 1], [2, 2], [2, 3]]
[141, 5, [1, 2], [1, 3], [1, 4]]
[141, 6, [0, 3], [0, 4], [0, 5]]
[142, 1, [2, 5], [1, 5], [1, 4]]
[142, 2, [1, 0], [0, 0], [0, 1]]
[142, 3, [2, 0], [2, 1], [1, 1]]
[142, 4, [0, 2], [1, 2], [2, 2]]
[142, 5, [0, 3], [0, 4], [0, 5]]
[142, 6, [2, 4], [2, 3], [1, 3]]
[143, 1, [1, 4], [0, 5], [1, 5]]
[143, 2, [0, 0], [1, 0], [2, 0]]
[143, 3, [0, 1], [1, 1], [2, 1]]
[143, 4, [0, 2], [0, 3], [0, 4]]
[143, 5, [1, 2], [2, 2], [1, 3]]
[143, 6, [2, 3], [2, 4], [2, 5]]
[144, 1, [0, 5], [1, 5], [2, 5]]
[144, 2, [0, 0], [1, 0], [0, 1]]
[144, 3, [2, 0], [2, 1], [1, 1]]
[144, 4, [0, 2], [1, 2], [2, 2]]
[144, 5, [0, 3], [1, 3], [2, 3]]
[144, 6, [0, 4], [1, 4], [2, 4]]
[145, 1, [0, 5], [1, 5], [1, 4]]
[145, 2, [0, 0], [0, 1], [1, 1]]
[145, 3, [1, 0], [2, 0], [2, 1]]
[145, 4, [0, 2], [0, 3], [0, 4]]
[145, 5, [1, 2], [1, 3], [2, 2]]
[145, 6, [2, 3], [2, 4], [2, 5]]
[146, 1, [1, 5], [2, 4], [2, 5]]
[146, 2, [0, 0], [0, 1], [0, 2]]
[146, 3, [1, 0], [1, 1], [1, 2]]
[146, 4, [2, 0], [2, 1], [2, 2]]
[146, 5, [0, 3], [0, 4], [0, 5]]
[146, 6, [1, 3], [2, 3], [1, 4]]
[147, 1, [1, 4], [2, 4], [2, 5]]
[147, 2, [0, 0], [0, 1], [0, 2]]
[147, 3, [1, 0], [2, 0], [2, 1]]
[147, 4, [1, 1], [1, 2], [2, 2]]
[147, 5, [0, 3], [1, 3], [2, 3]]
[147, 6, [0, 4], [0, 5], [1, 5]]
[148, 1, [1, 4], [1, 5], [0, 5]]
[148, 2, [0, 0], [0, 1], [0, 2]]
[148, 3, [1, 0], [2, 0], [2, 1]]
[148, 4, [1, 1], [1, 2], [2, 2]]
[148, 5, [1, 3], [0, 3], [0, 4]]
[148, 6, [2, 3], [2, 4], [2, 5]]
[149, 1, [0, 4], [0, 5], [1, 5]]
[149, 2, [0, 0], [0, 1], [0, 2]]
[149, 3, [1, 0], [2, 0], [1, 1]]
[149, 4, [1, 2], [2, 1], [2, 2]]
[149, 5, [0, 3], [1, 3], [1, 4]]
[149, 6, [2, 3], [2, 4], [2, 5]]
[150, 1, [0, 5], [1, 5], [2, 5]]
[150, 2, [0, 0], [0, 1], [0, 2]]
[150, 3, [1, 0], [2, 0], [1, 1]]
[150, 4, [1, 2], [2, 1], [2, 2]]
[150, 5, [0, 3], [1, 3], [2, 3]]
[150, 6, [0, 4], [1, 4], [2, 4]]
[151, 1, [1, 4], [2, 4], [2, 5]]
[151, 2, [0, 0], [0, 1], [0, 2]]
[151, 3, [1, 0], [1, 1], [1, 2]]
[151, 4, [2, 0], [2, 1], [2, 2]]
[151, 5, [0, 3], [1, 3], [2, 3]]
[151, 6, [0, 4], [0, 5], [1, 5]]
[152, 1, [0, 4], [0, 5], [1, 5]]
[152, 2, [0, 0], [0, 1], [0, 2]]
[152, 3, [1, 0], [2, 0], [2, 1]]
[152, 4, [1, 1], [1, 2], [2, 2]]
[152, 5, [0, 3], [1, 3], [1, 4]]
[152, 6, [2, 3], [2, 4], [2, 5]]
[153, 1, [0, 5], [1, 5], [2, 5]]
[153, 2, [0, 0], [1, 0], [2, 0]]
[153, 3, [0, 1], [1, 1], [0, 2]]
[153, 4, [1, 2], [2, 2], [2, 1]]
[153, 5, [0, 3], [1, 3], [2, 3]]
[153, 6, [0, 4], [1, 4], [2, 4]]
[154, 1, [2, 3], [2, 4], [2, 5]]
[154, 2, [0, 0], [1, 0], [2, 0]]
[154, 3, [0, 1], [1, 1], [2, 1]]
[154, 4, [0, 2], [1, 2], [2, 2]]
[154, 5, [0, 3], [0, 4], [1, 3]]
[154, 6, [0, 5], [1, 5], [1, 4]]
[155, 1, [0, 5], [1, 5], [2, 5]]
[155, 2, [0, 0], [1, 0], [2, 0]]
[155, 3, [0, 1], [1, 1], [1, 2]]
[155, 4, [2, 3], [2, 2], [2, 1]]
[155, 5, [1, 3], [0, 3], [0, 2]]
[155, 6, [0, 4], [1, 4], [2, 4]]
[156, 1, [0, 5], [1, 5], [2, 5]]
[156, 2, [0, 0], [0, 1], [1, 1]]
[156, 3, [1, 0], [2, 0], [2, 1]]
[156, 4, [0, 2], [0, 3], [1, 3]]
[156, 5, [1, 2], [2, 2], [2, 3]]
[156, 6, [0, 4], [1, 4], [2, 4]]
[157, 1, [0, 5], [1, 5], [2, 5]]
[157, 2, [1, 0], [0, 0], [0, 1]]
[157, 3, [2, 0], [2, 1], [2, 2]]
[157, 4, [1, 1], [1, 2], [0, 2]]
[157, 5, [0, 3], [0, 4], [1, 4]]
[157, 6, [2, 4], [2, 3], [1, 3]]
[158, 1, [1, 5], [0, 5], [0, 4]]
[158, 2, [0, 0], [1, 0], [1, 1]]
[158, 3, [2, 0], [2, 1], [2, 2]]
[158, 4, [0, 1], [0, 2], [0, 3]]
[158, 5, [1, 2], [1, 3], [1, 4]]
[158, 6, [2, 3], [2, 4], [2, 5]]
[159, 1, [0, 5], [1, 5], [1, 4]]
[159, 2, [0, 0], [0, 1], [1, 1]]
[159, 3, [1, 0], [2, 0], [2, 1]]
[159, 4, [0, 2], [1, 2], [2, 2]]
[159, 5, [1, 3], [0, 3], [0, 4]]
[159, 6, [2, 3], [2, 4], [2, 5]]
[160, 1, [1, 4], [1, 5], [2, 5]]
[160, 2, [0, 0], [1, 0], [2, 0]]
[160, 3, [0, 1], [1, 1], [2, 1]]
[160, 4, [0, 2], [1, 2], [1, 3]]
[160, 5, [2, 2], [2, 3], [2, 4]]
[160, 6, [0, 3], [0, 4], [0, 5]]
[161, 1, [0, 5], [1, 5], [2, 5]]
[161, 2, [0, 0], [0, 1], [1, 1]]
[161, 3, [1, 0], [2, 0], [2, 1]]
[161, 4, [0, 2], [1, 2], [2, 2]]
[161, 5, [0, 3], [1, 3], [2, 3]]
[161, 6, [0, 4], [1, 4], [2, 4]]
[162, 1, [1, 4], [1, 5], [2, 5]]
[162, 2, [0, 0], [1, 0], [0, 1]]
[162, 3, [1, 1], [2, 1], [2, 0]]
[162, 4, [0, 2], [1, 2], [1, 3]]
[162, 5, [2, 2], [2, 3], [2, 4]]
[162, 6, [0, 3], [0, 4], [0, 5]]
[163, 1, [0, 4], [0, 5], [1, 5]]
[163, 2, [0, 0], [0, 1], [0, 2]]
[163, 3, [1, 0], [1, 1], [1, 2]]
[163, 4, [2, 0], [2, 1], [2, 2]]
[163, 5, [0, 3], [1, 3], [1, 4]]
[163, 6, [2, 3], [2, 4], [2, 5]]
[164, 1, [1, 5], [2, 5], [2, 4]]
[164, 2, [1, 0], [0, 0], [0, 1]]
[164, 3, [2, 0], [2, 1], [2, 2]]
[164, 4, [1, 1], [1, 2], [0, 2]]
[164, 5, [0, 3], [1, 3], [2, 3]]
[164, 6, [0, 4], [1, 4], [0, 5]]
[165, 1, [1, 4], [1, 5], [2, 5]]
[165, 2, [1, 0], [0, 0], [0, 1]]
[165, 3, [2, 0], [2, 1], [2, 2]]
[165, 4, [1, 1], [1, 2], [0, 2]]
[165, 5, [0, 3], [0, 4], [0, 5]]
[165, 6, [1, 3], [2, 3], [2, 4]]
[166, 1, [1, 5], [2, 4], [2, 5]]
[166, 2, [0, 0], [1, 0], [1, 1]]
[166, 3, [2, 0], [2, 1], [2, 2]]
[166, 4, [0, 1], [0, 2], [1, 2]]
[166, 5, [0, 3], [0, 4], [0, 5]]
[166, 6, [1, 3], [2, 3], [1, 4]]
[167, 1, [0, 5], [1, 5], [2, 5]]
[167, 2, [0, 0], [1, 0], [1, 1]]
[167, 3, [2, 0], [2, 1], [2, 2]]
[167, 4, [0, 1], [0, 2], [1, 2]]
[167, 5, [0, 3], [1, 3], [2, 3]]
[167, 6, [0, 4], [1, 4], [2, 4]]
[168, 1, [1, 5], [2, 5], [2, 4]]
[168, 2, [0, 0], [0, 1], [0, 2]]
[168, 3, [1, 0], [1, 1], [1, 2]]
[168, 4, [2, 0], [2, 1], [2, 2]]
[168, 5, [0, 3], [1, 3], [2, 3]]
[168, 6, [0, 4], [1, 4], [0, 5]]
[169, 1, [1, 5], [2, 4], [2, 5]]
[169, 2, [1, 0], [0, 0], [0, 1]]
[169, 3, [2, 0], [2, 1], [2, 2]]
[169, 4, [1, 1], [1, 2], [0, 2]]
[169, 5, [0, 3], [0, 4], [0, 5]]
[169, 6, [1, 3], [2, 3], [1, 4]]
[170, 1, [0, 5], [1, 5], [2, 5]]
[170, 2, [0, 0], [1, 0], [2, 0]]
[170, 3, [0, 1], [0, 2], [1, 2]]
[170, 4, [1, 1], [2, 1], [2, 2]]
[170, 5, [0, 3], [1, 3], [2, 3]]
[170, 6, [0, 4], [1, 4], [2, 4]]
